,No,Date(UTC),Ref1,Source Description 1,Latitude,Longitude,Depth,Constant Deg.,Source No 2,Source Description 2,Type,Magnitude,Source No 3,Source Description 3
769,12275,2011-11-24 00:48:08,0, ,38.6333,43.0282,15.9,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
770,12272,2011-11-22 23:48:14,0, ,38.9143,43.5593,18.49,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
771,12271,2011-11-22 04:50:37,0, ,39.0248,35.893,11.12,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
772,12270,2011-11-22 03:30:35,0, ,38.6093,43.207,22.95,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
773,12269,2011-11-21 21:00:35,0, ,38.6913,43.1395,1.91,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
774,12268,2011-11-21 20:55:57,0, ,38.6695,43.2057,22.74,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
775,12267,2011-11-20 11:20:30,0, ,38.8253,43.7835,6.97,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
776,12266,2011-11-19 08:08:55,0, ,38.1195,38.7132,20.15,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
777,12265,2011-11-18 17:39:39,0, ,38.8022,43.8528,8.0,No,7,AFAD-DDA,Mw,4.9,10,HRVD-GCMT
778,12263,2011-11-17 12:38:31,0, ,38.8677,43.5692,17.1,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
779,12262,2011-11-17 02:37:19,0, ,39.1645,41.5725,19.61,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
780,12261,2011-11-14 22:08:14,0, ,38.7038,43.0833,23.32,No,7,AFAD-DDA,Mw,5.2,10,HRVD-GCMT
781,12260,2011-11-14 16:53:59,0, ,38.811,43.7385,15.17,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
782,12259,2011-11-14 16:47:16,0, ,38.6247,43.0752,18.98,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
783,12258,2011-11-14 16:31:31,0, ,38.621,43.0403,19.21,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
784,12257,2011-11-14 09:46:46,0, ,36.061,28.9153,40.51,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
785,12256,2011-11-13 19:57:30,0, ,38.845,43.5038,5.0,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
786,12255,2011-11-13 18:29:53,0, ,38.8692,43.5782,14.26,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
787,12253,2011-11-13 03:44:00,0, ,38.425,43.0153,13.46,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
788,12252,2011-11-12 19:53:49,0, ,38.4673,43.3035,8.84,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
789,12251,2011-11-12 18:25:47,0, ,38.8103,43.5998,16.35,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
790,12250,2011-11-12 18:20:02,0, ,38.6323,43.173,19.15,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
791,12249,2011-11-12 17:05:21,0, ,38.6733,43.5143,17.74,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
792,12248,2011-11-12 14:50:15,0, ,38.9565,43.4915,15.09,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
793,12247,2011-11-11 13:45:10,0, ,38.7097,43.4045,15.26,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
794,12245,2011-11-09 22:38:18,0, ,38.4498,43.2413,14.86,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
795,12244,2011-11-09 20:45:39,0, ,38.4643,43.2538,17.74,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
796,12243,2011-11-09 19:30:09,0, ,38.4852,43.2452,4.5,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
797,12242,2011-11-09 19:23:34,0, ,38.4382,43.2825,21.47,No,7,AFAD-DDA,Mw,5.7,10,HRVD-GCMT
798,12241,2011-11-08 22:05:50,0, ,38.7192,43.0778,8.36,No,7,AFAD-DDA,Mw,5.3,10,HRVD-GCMT
799,12240,2011-11-08 19:34:26,0, ,38.7932,43.4015,16.24,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
800,12239,2011-11-08 17:24:52,0, ,38.6632,43.168,18.0,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
801,12238,2011-11-08 14:35:36,0, ,38.7045,43.6332,17.07,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
802,12237,2011-11-07 22:14:13,0, ,38.9358,43.4832,14.63,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
803,12236,2011-11-07 16:11:16,0, ,38.6958,43.6142,21.35,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
804,12235,2011-11-07 15:54:48,0, ,38.6634,43.6323,4.43,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
805,12232,2011-11-06 20:55:59,0, ,38.5885,43.1767,19.18,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
806,12231,2011-11-06 13:34:22,0, ,38.8225,43.4752,20.91,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
807,12230,2011-11-06 02:43:12,0, ,38.9393,43.5548,11.66,No,7,AFAD-DDA,Mw,4.7,10,HRVD-GCMT
808,12229,2011-11-06 00:24:45,0, ,38.6997,43.2175,21.39,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
809,12228,2011-11-05 19:19:16,0, ,38.8145,43.51300000000001,22.03,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
810,12227,2011-11-05 03:23:46,0, ,38.7118,43.2357,19.49,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
811,12226,2011-11-04 12:56:29,0, ,38.743,43.5368,19.96,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
812,12225,2011-11-04 10:55:37,0, ,38.8143,43.5058,15.41,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
813,12224,2011-11-04 05:04:48,0, ,38.7687,43.5753,14.97,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
814,12223,2011-11-03 16:39:55,0, ,38.8507,43.5062,2.79,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
815,12222,2011-11-03 01:05:48,0, ,38.9508,43.5427,9.24,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
816,12221,2011-11-02 21:44:13,0, ,38.9457,43.6098,5.72,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
817,12220,2011-11-02 20:48:22,0, ,38.7597,43.3808,24.51,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
818,12219,2011-11-02 18:32:50,0, ,37.2522,43.89100000000001,7.79,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
819,12218,2011-11-02 16:52:16,0, ,38.7185,43.0445,19.32,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
820,12217,2011-11-02 13:24:02,0, ,38.8433,43.5377,19.44,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
821,12216,2011-11-02 11:43:02,0, ,37.2538,43.9003,7.78,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
822,12215,2011-11-02 04:34:21,0, ,38.8847,43.5908,18.03,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
823,12214,2011-11-01 21:10:45,0, ,38.8462,43.6095,5.06,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
824,12213,2011-10-31 16:57:59,0, ,38.7247,43.3535,19.71,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
825,12212,2011-10-30 04:29:10,0, ,38.7458,43.3052,19.88,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
826,12211,2011-10-30 01:55:05,0, ,38.7298,43.6128,22.36,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
827,12210,2011-10-29 22:24:22,0, ,38.9245,43.5438,16.67,No,7,AFAD-DDA,Mw,5.1,10,HRVD-GCMT
828,12209,2011-10-29 18:45:49,0, ,38.6228,43.1525,13.97,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
829,12208,2011-10-29 12:18:09,0, ,38.7482,43.2907,4.97,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
830,12207,2011-10-29 09:08:46,0, ,38.7423,43.6003,14.72,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
831,12206,2011-10-29 03:52:43,0, ,38.5875,43.2097,20.45,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
832,12205,2011-10-28 19:59:49,0, ,38.6497,43.1727,7.0,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
833,12204,2011-10-28 16:34:11,0, ,38.8975,43.5835,12.44,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
834,12203,2011-10-28 09:47:56,0, ,38.7587,43.507,19.22,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
835,12202,2011-10-28 08:48:08,0, ,38.661,43.5613,20.98,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
836,12201,2011-10-28 03:23:30,0, ,38.8448,43.5828,9.58,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
837,12200,2011-10-28 00:25:33,0, ,38.557,43.1673,11.18,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
838,12199,2011-10-27 20:55:09,0, ,38.8203,43.5767,7.14,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
839,12198,2011-10-27 19:08:12,0, ,38.726,43.5033,13.01,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
840,12197,2011-10-27 15:41:34,0, ,38.9198,43.5475,10.37,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
841,12195,2011-10-27 08:04:22,0, ,37.3807,43.8343,21.61,No,7,AFAD-DDA,Mw,5.1,10,HRVD-GCMT
842,12194,2011-10-27 05:29:11,0, ,38.6923,43.3738,20.26,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
843,12193,2011-10-26 23:42:27,0, ,38.6237,43.1613,19.18,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
844,12192,2011-10-26 23:15:08,0, ,38.8741,43.6701,14.77,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
845,12191,2011-10-26 19:45:30,0, ,38.7788,43.2045,5.04,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
846,12190,2011-10-26 19:22:47,0, ,38.6633,43.5245,12.83,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
847,12189,2011-10-26 19:16:45,0, ,38.7183,43.2777,5.0,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
848,12188,2011-10-26 16:19:45,0, ,38.6593,43.2853,1.45,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
849,12187,2011-10-26 15:31:16,0, ,38.636,43.0963,4.05,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
850,12186,2011-10-26 15:14:37,0, ,38.6657,43.5468,12.34,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
851,12185,2011-10-26 12:05:15,0, ,38.738,43.5005,5.0,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
852,12184,2011-10-26 08:49:20,0, ,38.636,43.5222,18.29,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
853,12183,2011-10-26 03:27:06,0, ,38.7062,43.1948,6.98,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
854,12182,2011-10-26 03:16:19,0, ,38.6923,43.2008,20.62,No,7,AFAD-DDA,Mw,4.8,10,HRVD-GCMT
855,12181,2011-10-26 02:59:05,0, ,38.828,43.5063,14.81,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
856,12180,2011-10-25 23:39:03,0, ,38.8582,43.5855,8.93,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
857,12179,2011-10-25 23:25:18,0, ,38.7507,43.3343,11.91,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
858,12178,2011-10-25 21:38:05,0, ,38.6652,43.1985,18.01,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
859,12177,2011-10-25 20:39:26,0, ,38.6743,43.1127,2.66,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
860,12176,2011-10-25 20:22:30,0, ,38.907,43.5205,5.0,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
861,12175,2011-10-25 20:08:28,0, ,38.9007,43.553,8.29,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
862,12174,2011-10-25 19:55:24,0, ,38.5842,43.5737,1.06,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
863,12173,2011-10-25 19:43:58,0, ,38.7417,43.3522,6.96,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
864,12172,2011-10-25 18:14:42,0, ,38.8548,43.6078,10.97,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
865,12171,2011-10-25 17:08:03,0, ,38.7098,43.1577,1.81,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
866,12170,2011-10-25 16:56:16,0, ,38.7895,43.4705,8.07,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
867,12169,2011-10-25 16:50:32,0, ,38.8688,43.6377,11.53,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
868,12168,2011-10-25 15:27:13,0, ,38.8268,43.5668,16.01,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
869,12167,2011-10-25 15:19:49,0, ,38.738,43.3188,6.98,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
870,12166,2011-10-25 15:16:46,0, ,38.8323,43.5163,5.0,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
871,12165,2011-10-25 15:06:08,0, ,38.8377,43.5145,7.52,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
872,12164,2011-10-25 15:05:24,0, ,38.8488,43.5702,7.78,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
873,12163,2011-10-25 14:55:06,0, ,38.823,43.5857,17.44,No,7,AFAD-DDA,Mw,5.6,10,HRVD-GCMT
874,12160,2011-10-25 03:59:28,0, ,38.7002,43.2498,6.91,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
875,12159,2011-10-25 03:16:49,0, ,38.7748,43.2748,3.64,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
876,12158,2011-10-25 02:49:10,0, ,38.6587,43.1535,17.44,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
877,12157,2011-10-25 02:33:54,0, ,38.7742,43.154,12.35,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
878,12156,2011-10-25 00:32:18,0, ,38.6515,43.0678,7.08,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
879,12155,2011-10-25 00:08:29,0, ,38.6383,43.0782,4.68,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
880,12154,2011-10-24 23:55:15,0, ,38.7872,43.3903,26.37,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
881,12153,2011-10-24 22:13:31,0, ,38.7135,43.0977,19.24,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
882,12152,2011-10-24 18:52:16,0, ,38.6983,43.2198,18.86,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
883,12151,2011-10-24 16:51:24,0, ,38.9028,43.5538,2.48,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
884,12150,2011-10-24 15:28:06,0, ,38.69300000000001,43.1475,18.71,No,7,AFAD-DDA,Mw,5.0,10,HRVD-GCMT
885,12149,2011-10-24 15:09:12,0, ,38.6615,43.2453,5.92,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
886,12148,2011-10-24 14:06:51,0, ,38.7898,43.1812,6.98,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
887,12147,2011-10-24 13:07:56,0, ,38.9292,43.5507,13.31,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
888,12146,2011-10-24 12:49:15,0, ,38.7007,43.3385,2.95,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
889,12145,2011-10-24 11:14:13,0, ,38.7138,43.3705,3.54,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
890,12144,2011-10-24 10:30:16,0, ,38.6868,43.3143,6.52,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
891,12143,2011-10-24 10:14:42,0, ,36.5233,28.7075,23.32,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
892,12142,2011-10-24 10:10:52,0, ,38.715,43.5145,2.16,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
893,12141,2011-10-24 10:06:59,0, ,36.534,28.6738,25.83,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
894,12140,2011-10-24 08:49:20,0, ,38.7,43.46,5.0,No,21,KRDEA-ISK,Mw,4.8,10,HRVD-GCMT
895,12139,2011-10-24 08:28:26,0, ,38.6865,43.5322,18.89,No,7,AFAD-DDA,Mw,4.8,10,HRVD-GCMT
896,12138,2011-10-24 08:12:11,0, ,38.8231,43.6036,11.46,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
897,12137,2011-10-24 05:54:56,0, ,38.7253,43.28100000000001,3.39,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
898,12136,2011-10-24 04:43:00,0, ,38.6122,43.2525,15.45,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
899,12135,2011-10-24 04:18:46,0, ,38.6808,43.31,12.58,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
900,12134,2011-10-24 03:45:36,0, ,38.663,43.1123,9.08,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
901,12133,2011-10-24 01:39:16,0, ,38.7428,43.3925,21.75,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
902,12132,2011-10-24 01:08:09,0, ,38.7072,43.3767,15.39,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
903,12131,2011-10-24 00:50:47,0, ,38.7417,43.3103,12.94,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
904,12130,2011-10-23 21:43:28,0, ,38.7718,43.3303,1.79,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
905,12129,2011-10-23 20:45:34,0, ,38.6447,43.1275,6.79,No,7,AFAD-DDA,Mw,6.0,10,HRVD-GCMT
906,12128,2011-10-23 19:48:56,0, ,38.6213,43.2027,13.94,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
907,12127,2011-10-23 19:43:25,0, ,38.697,43.15,7.55,No,7,AFAD-DDA,Ml,4.5,7,AFAD-DDA
908,12126,2011-10-23 19:25:33,0, ,38.6163,43.2,6.9,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
909,12125,2011-10-23 19:06:05,0, ,38.7358,43.328,22.09,No,7,AFAD-DDA,Mw,4.5,7,AFAD-DDA
910,12124,2011-10-23 18:53:47,0, ,38.7248,43.302,6.08,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
911,12123,2011-10-23 18:27:02,0, ,38.6853,43.5425,18.57,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
912,12122,2011-10-23 18:10:44,0, ,38.629,43.192,19.81,No,7,AFAD-DDA,Mw,5.1,10,HRVD-GCMT
913,12121,2011-10-23 17:08:36,0, ,39.0273,42.2482,11.5,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
914,12120,2011-10-23 16:38:47,0, ,38.6852,43.3668,3.06,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
915,12119,2011-10-23 16:13:24,0, ,38.6632,43.1128,20.89,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
916,12118,2011-10-23 16:05:10,0, ,38.7518,43.508,20.85,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
917,12117,2011-10-23 15:57:59,0, ,38.7173,43.3265,21.78,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
918,12116,2011-10-23 15:24:30,0, ,38.5905,43.149,21.55,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
919,12115,2011-10-23 15:14:02,0, ,38.6302,43.0803,13.56,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
920,12114,2011-10-23 14:52:48,0, ,38.6752,43.273,2.03,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
921,12113,2011-10-23 13:46:08,0, ,38.7452,43.3238,15.01,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
922,12112,2011-10-23 13:33:47,0, ,38.7227,43.3823,3.3,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
923,12111,2011-10-23 13:22:32,0, ,38.6383,43.3235,1.14,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
924,12110,2011-10-23 13:17:04,0, ,38.8113,43.4675,15.41,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
925,12109,2011-10-23 13:07:49,0, ,38.673,43.2019,11.68,No,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA
926,12108,2011-10-23 12:56:46,0, ,38.7712,43.3055,1.71,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
927,12107,2011-10-23 12:42:10,0, ,38.678,43.1455,10.0,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
928,12106,2011-10-23 12:30:14,0, ,38.7325,43.2332,6.91,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
929,12105,2011-10-23 12:20:01,0, ,38.7367,43.5087,20.8,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
930,12104,2011-10-23 12:17:34,0, ,38.7338,43.5558,15.08,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
931,12103,2011-10-23 11:45:09,0, ,38.6968,43.1576,6.96,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
932,12102,2011-10-23 11:44:24,0, ,38.67,43.2,9.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
933,12101,2011-10-23 11:32:40,0, ,38.7778,43.3947,22.61,No,7,AFAD-DDA,Mw,5.5,7,AFAD-DDA
934,12100,2011-10-23 11:27:15,0, ,38.8,43.11,5.0,No,21,KRDEA-ISK,Ml,4.2,21,KRDEA-ISK
935,12099,2011-10-23 11:19:06,0, ,38.7627,43.4095,7.24,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
936,12098,2011-10-23 11:10:54,0, ,38.7702,43.3945,6.34,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
937,12097,2011-10-23 11:00:29,0, ,38.7335,43.1312,7.48,No,7,AFAD-DDA,Ml,5.3,7,AFAD-DDA
938,12096,2011-10-23 10:56:48,0, ,38.7825,43.3633,19.92,No,7,AFAD-DDA,Ml,5.8,7,AFAD-DDA
939,12095,2011-10-23 10:52:05,0, ,38.7657,43.238,6.3,No,7,AFAD-DDA,Ml,4.8,7,AFAD-DDA
940,12094,2011-10-23 10:48:15,0, ,38.7152,43.3715,12.02,No,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA
941,12093,2011-10-23 10:41:00,0, ,38.689,43.4657,19.02,No,7,AFAD-DDA,Mw,7.1,10,HRVD-GCMT
942,12091,2011-10-14 07:30:14,0, ,40.29,44.68,2.0,No,8,EMSC-CSEM,mb,4.4,8,EMSC-CSEM
943,12090,2011-10-13 17:14:42,0, ,35.6878,31.8995,38.86,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
944,12087,2011-10-10 07:14:31,0, ,38.4543,39.2525,15.68,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
945,12086,2011-10-08 22:10:53,0, ,39.0052,28.057,25.38,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
946,12085,2011-10-08 03:25:19,0, ,39.36,40.69,5.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
947,12081,2011-10-01 07:07:24,0, ,41.4352,41.3053,7.19,No,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA
948,12080,2011-09-30 20:40:14,0, ,38.0,35.16,5.0,No,21,KRDEA-ISK,Ml,4.3,21,KRDEA-ISK
949,12079,2011-09-30 04:27:24,0, ,39.65,38.69,5.0,No,21,KRDEA-ISK,Ml,4.4,21,KRDEA-ISK
950,12075,2011-09-27 08:58:53,0, ,41.4,43.94,11.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
951,12074,2011-09-22 23:20:27,0, ,39.6588,38.7005,7.02,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
952,12073,2011-09-22 22:50:05,0, ,39.6585,38.6948,17.74,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
953,12072,2011-09-22 10:13:59,0, ,39.7,38.71,2.0,No,21,KRDEA-ISK,Ml,4.2,21,KRDEA-ISK
954,12071,2011-09-22 03:22:33,0, ,39.6597,38.6777,7.18,No,7,AFAD-DDA,Mw,5.6,10,HRVD-GCMT
955,12068,2011-09-10 06:06:12,0, ,36.91,26.5,9.0,No,21,KRDEA-ISK,Ml,4.2,21,KRDEA-ISK
956,12067,2011-09-10 02:22:15,0, ,36.84,26.53,10.0,No,21,KRDEA-ISK,Ml,4.4,21,KRDEA-ISK
957,12064,2011-09-07 13:30:19,0, ,37.37,36.32,8.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
958,12061,2011-09-05 11:42:36,0, ,36.1967,28.7975,50.79,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
959,12060,2011-09-04 17:41:18,0, ,35.77,31.15,5.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
960,12055,2011-08-25 12:19:09,0, ,35.82,29.43,10.0,No,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM
961,12054,2011-08-25 04:19:23,0, ,39.139,29.0957,22.54,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
962,12053,2011-08-24 15:47:24,0, ,39.49,39.97,5.0,No,21,KRDEA-ISK,Ml,4.3,21,KRDEA-ISK
963,12048,2011-08-16 17:30:07,0, ,40.44,28.89,5.0,No,21,KRDEA-ISK,Ml,4.0,21,KRDEA-ISK
964,12047,2011-08-16 07:53:31,0, ,39.08,35.91,5.0,No,21,KRDEA-ISK,Ml,4.5,21,KRDEA-ISK
965,12045,2011-08-10 19:31:37,0, ,35.9533,29.8533,34.32,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
966,12043,2011-08-04 03:13:08,0, ,38.57,39.68,5.0,No,21,KRDEA-ISK,Ml,4.4,21,KRDEA-ISK
967,12037,2011-07-27 09:58:13,0, ,38.34,31.87,5.0,No,21,KRDEA-ISK,Mw,4.8,10,HRVD-GCMT
968,12036,2011-07-25 17:57:20,0, ,40.8195,27.7498,6.97,No,7,AFAD-DDA,Mw,5.1,10,HRVD-GCMT
969,12034,2011-07-19 21:16:53,0, ,39.1048,29.093000000000004,17.66,No,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA
970,12033,2011-07-17 19:51:50,0, ,39.0638,29.1243,13.84,No,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA
971,12032,2011-07-13 01:31:49,0, ,39.12300000000001,29.0328,14.7,No,7,AFAD-DDA,Ml,4.3,7,AFAD-DDA
972,12031,2011-07-11 16:09:12,0, ,40.1382,29.9733,26.14,No,7,AFAD-DDA,Ml,4.7,7,AFAD-DDA
